document_id,file_name,title,document_type,primary_topic,summary
eagle-knowledge-base/approved/supervisor-core/essential-templates/DF_Buy_American_Other_Exceptions_Template.docx,DF_Buy_American_Other_Exceptions_Template.docx,Determination and Findings (D&F) Template for Exceptions to the Buy American Statute,template,compliance,"This template provides a standardized format for NIH to document exceptions to the Buy American Statute under FAR Subpart 1.7. It guides agencies through required findings including market research, domestic non-availability analysis, and justification for procuring foreign-origin items, with submission requirements to the Head of Contracting Activity for approval."
eagle-knowledge-base/approved/supervisor-core/core-procedures/EAGLE_PAA_Instructions.txt,EAGLE_PAA_Instructions.txt,EAGLE Instructions: Presidential Appointee Approval (PAA) Package Generation,guidance,acquisition_packages,"Comprehensive guidance for generating Presidential Appointee Approval (PAA) packages for high-value or policy-sensitive acquisitions at NIH. Establishes PAA requirements, identifies triggering categories (Equipment Maintenance, Reasonable Accommodations, IT Services), and provides templates and procedures for document generation, submission, and quality control."
eagle-knowledge-base/approved/supervisor-core/core-procedures/EAGLE_Unsolicited_Proposals_Procedures.txt,EAGLE_Unsolicited_Proposals_Procedures.txt,EAGLE Procedures: Unsolicited Proposals,guidance,acquisition_packages,"Comprehensive guidance for NIH personnel on identifying, validating, and processing unsolicited proposals under FAR 15.6 and HHSAR 315.6. Establishes diagnostic procedures for CORs, validation checklists for Contracting Officers, peer review requirements for R&D proposals, and mandatory timelines for routing and notification."
eagle-knowledge-base/approved/supervisor-core/core-procedures/ECP_Evaluation_Master_Guide.txt,ECP_Evaluation_Master_Guide.txt,Employee Compensation Plan (ECP) Evaluation Master Guide - FAR 52.222-46 Quick Reference for All EAGLE Agents,reference,compliance,"Comprehensive quick reference guide for evaluating Employee Compensation Plans under FAR 52.222-46, synthesizing five major GAO decisions (2016-2025) establishing current standards. Provides step-by-step evaluation methodology, common errors, required documentation elements, and case law analysis for federal acquisition professionals."
eagle-knowledge-base/approved/compliance-strategist/regulatory-policies/EO_14275_Restoring_Common_Sense_Federal_Procurement.txt,EO_14275_Restoring_Common_Sense_Federal_Procurement.txt,Executive Order 14275: Restoring Common Sense to Federal Procurement,policy,compliance,"Executive Order 14275 directs comprehensive reform of the Federal Acquisition Regulation (FAR) to streamline federal procurement by removing unnecessary regulations and retaining only provisions required by statute or essential to sound procurement. The order establishes a 180-day deadline (October 12, 2025) for the OFPP Administrator and FAR Council to amend the FAR, implement a 10-for-1 regulatory reduction requirement, and establish 4-year sunset provisions for non-statutory FAR provisions unless renewed."
eagle-knowledge-base/approved/public-interest-guardian/ethics-guidance/FAC_043_FY25_Ethics_Procurement_Integrity_Acquisition_Workforce.txt,FAC_043_FY25_Ethics_Procurement_Integrity_Acquisition_Workforce.txt,FAC 043 (FY25): Ethics and Procurement Integrity for the Acquisition Workforce,guidance,compliance,"Mandatory Federal Acquisition Institute training course covering ethics laws, regulations, and standards for federal acquisition personnel. Provides comprehensive guidance on the 14 principles of ethical conduct, protected information handling, industry communication rules, and seven critical ethics scenarios including conflicts of interest, gifts, outside employment, and post-employment restrictions."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_12_102_Commercial_Authority.txt,FAR_12_102_Commercial_Authority.txt,FAR 12.102 - Restricting Competition (Commercial Items),regulation,compliance,"FAR 12.102 establishes authority citations and procedures for restricting competition on commercial item acquisitions, with distinct rules based on dollar thresholds. Critical distinctions exist between simplified procedures under 41 U.S.C. 1901/1903 (≤$15M) and FAR 6.103 authorities (>$9M), affecting FAR Part 5 synopsis requirements and exemption eligibility."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_13_Simplified_Acquisition_Procedures.txt,FAR_Part_13_Simplified_Acquisition_Procedures.txt,FAR Part 13: Simplified Acquisition Procedures - Quick Acquisition Methods for Purchases Under $350K,guidance,acquisition_packages,"FAR Part 13 prescribes simplified acquisition procedures (SAP) for federal purchases not exceeding the Simplified Acquisition Threshold (SAT) of $350,000, designed to reduce administrative costs and improve small business opportunities. The procedures cover micro-purchases ($15K or less), simplified acquisitions ($15K-$350K with mandatory small business set-asides), and commercial simplified acquisitions ($350K-$9M), with streamlined documentation, broad contracting officer discretion in evaluation, and competition requirements scaled to purchase size."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_13_Simplified_Noncommercial_RFO_2025.txt,FAR_Part_13_Simplified_Noncommercial_RFO_2025.txt,FAR Part 13 - Simplified Procedures for Noncommercial Acquisitions (RFO 2025),regulation,contract_types,"FAR Part 13 establishes simplified acquisition procedures for noncommercial products and services valued at or below the Simplified Acquisition Threshold (SAT). The regulation requires competition to the maximum extent practicable, mandates small business set-asides for acquisitions above the Micro-Purchase Threshold (MPT), and provides streamlined evaluation and award processes while prohibiting the use of Part 12 commercial clauses."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_15_Class_Deviation_Summary_2025.txt,FAR_Part_15_Class_Deviation_Summary_2025.txt,FAR Part 15 Class Deviation Summary - Revolutionary FAR Overhaul (RFO) 2025,guidance,acquisition_packages,"Comprehensive summary of the Revolutionary FAR Overhaul (RFO) class deviation implementing Executive Order 14275, which restructures FAR Part 15 (negotiated acquisitions) into a lifecycle-based organization with four source selection approaches, updated terminology, and enhanced contracting officer discretion. Effective dates vary by agency (November 3-28, 2025), replacing codified FAR Part 15 requirements with RFO model deviation text."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_15_Contract_Pricing_RFO_2025.txt,FAR_Part_15_Contract_Pricing_RFO_2025.txt,FAR Part 15 Subpart 15.4 - Contract Pricing (FAR 2.0/RFO Version),regulation,acquisition_packages,"FAR 2.0 Revolutionary FAR Overhaul version of Part 15.4 establishing cost and price negotiation policies for negotiated prime contracts and modifications. Covers certified cost or pricing data requirements, thresholds ($2.5M), exceptions, price and cost analysis techniques, profit determination, and special pricing areas including make-or-buy programs and should-cost reviews."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_15_Negotiation_RFO_2025.txt,FAR_Part_15_Negotiation_RFO_2025.txt,FAR Part 15 - Contracting by Negotiation (RFO 2025),guidance,contract_types,"Comprehensive guidance on FAR Part 15 negotiated contracting procedures, covering three primary source selection approaches (Tradeoff, LPTA, and Highest Technically Rated), mandatory evaluation factors (price, quality, past performance), competitive range management, and pre/post-award debriefing requirements. Includes key decision points for contracting officers on proposal evaluation, negotiations, and certified cost or pricing data thresholds ($2.5M)."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_15_Source_Selection_RFO_2025.txt,FAR_Part_15_Source_Selection_RFO_2025.txt,FAR Part 15 - Contracting by Negotiation (FAR 2.0/RFO Version),regulation,acquisition_packages,"FAR Part 15 establishes policies and procedures for competitive and noncompetitive negotiated acquisitions, reorganized under FAR 2.0 from 6 to 4 subparts. Covers presolicitation exchanges, RFP structuring, competitive source selection approaches (tradeoff, LPTA, highest technically rated, phased), evaluation factors, award procedures, and postaward debriefing requirements."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_16_Contract_Types_Comprehensive_RFO_2025.txt,FAR_Part_16_Contract_Types_Comprehensive_RFO_2025.txt,FAR Part 16 - Types of Contracts (Revolutionary FAR Overhaul 2025),guidance,contract_types,"Comprehensive guidance on selecting and implementing contract types under the Revolutionary FAR Overhaul (RFO) effective November 3, 2025. Covers fixed-price contracts, cost-reimbursement contracts, and incentive contracts with major policy changes including permissive authorization for innovative contract types, streamlined cost-reimbursement definitions, and enhanced award-fee requirements with mandatory rating scales and performance evaluation criteria."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_16_Contract_Types_RFO_2025.txt,FAR_Part_16_Contract_Types_RFO_2025.txt,FAR Part 16 - Types of Contracts (RFO 2025),regulation,contract_types,"Comprehensive guidance on federal contract types including fixed-price, cost-reimbursement, incentive, indefinite-delivery, and time-and-materials contracts. Establishes requirements for contract type selection, documentation, fair opportunity procedures, and limitations on use of each contract type. Provides decision frameworks for contracting officers on when to use specific contract types and mandatory prerequisites for cost-reimbursement and incentive arrangements."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_16_IDIQ_Comprehensive_RFO_2025.txt,FAR_Part_16_IDIQ_Comprehensive_RFO_2025.txt,"FAR Part 16 - Indefinite-Delivery, T&M, and Agreements (RFO) - Subparts 16.5-16.7",regulation,contract_types,"Comprehensive guidance on indefinite-delivery/indefinite-quantity (IDIQ) contracts, task and delivery order procedures, and multiple-award contract management under the Revolutionary FAR Overhaul (RFO). Establishes policies for contract types, fair opportunity procedures, sole source justifications, and ordering thresholds for federal acquisitions."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_17_Options_and_Special_Methods.txt,FAR_Part_17_Options_and_Special_Methods.txt,FAR Part 17: Options and Special Contracting Methods,guidance,contract_types,"Comprehensive guidance on contract options, multiyear contracting, interagency acquisitions, and special contracting methods under FAR Part 17. Covers when options are appropriate, evaluation and exercise requirements, multiyear contract distinctions, Economy Act interagency procedures, and emerging methods like reverse auctions. Includes mandatory determinations, documentation requirements, and applicable contract clauses."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_17_Special_Contracting_Methods_RFO_2025.txt,FAR_Part_17_Special_Contracting_Methods_RFO_2025.txt,FAR Part 17 - Special Contracting Methods (RFO 2025),regulation,contract_types,"Comprehensive regulation covering special contracting methods including multiyear contracting, options, and interagency acquisitions. Establishes policies, evaluation criteria, and procedures for federal agencies to use alternative contract structures while maintaining competition and fiscal responsibility."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_19_Small_Business_Programs.txt,FAR_Part_19_Small_Business_Programs.txt,FAR Part 19: Small Business Programs (Revised September 2025),regulation,socioeconomic,"Comprehensive guidance on federal small business acquisition programs including set-asides, socioeconomic categories (8(a), HUBZone, SDVOSB, WOSB/EDWOSB), competitive thresholds, subcontracting requirements, and evaluation preferences. Effective October 1, 2025, with updated thresholds and reorganized structure."
eagle-knowledge-base/approved/market-intelligence/small-business/FAR_Part_19_Small_Business_RFO_2025.txt,FAR_Part_19_Small_Business_RFO_2025.txt,FAR Part 19 - Small Business Programs (RFO 2025) - Key Procedures,regulation,subcontracting,"Comprehensive guidance on FAR Part 19 small business program procedures effective September 26, 2025, covering set-asides, socioeconomic programs (HUBZone, SDVOSB, WOSB, 8(a)), size determinations, certificates of competency, and subcontracting plan requirements for federal acquisitions."
eagle-knowledge-base/approved/shared/FAR_Part_2_Key_Definitions.txt,FAR_Part_2_Key_Definitions.txt,FAR Part 2: Key Definitions for EAGLE,reference,general,"Comprehensive reference document defining 75 essential federal acquisition terms and concepts effective October 1, 2025. Covers fundamental acquisition vocabulary, contract types, pricing structures, thresholds, evaluation criteria, small business programs, competition rules, and administrative procedures required for federal contracting."
eagle-knowledge-base/approved/financial-advisor/cost-analysis-guides/FAR_Part_31_Cost_Allowability_Quick_Reference.txt,FAR_Part_31_Cost_Allowability_Quick_Reference.txt,FAR Part 31: Cost Allowability Quick Reference,reference,compliance,"Comprehensive quick reference guide for FAR Part 31 cost allowability standards, detailing fundamental requirements, always-unallowable costs, allowable-with-limitations costs, and direct vs. indirect cost classification. Includes practical workflow for financial advisors to analyze proposed costs and identify compliance issues."
eagle-knowledge-base/approved/financial-advisor/contract-financing/FAR_Part_32_Contract_Financing_RFO_2025.txt,FAR_Part_32_Contract_Financing_RFO_2025.txt,FAR Part 32 - Contract Financing (RFO 2025) - Key Procedures,regulation,funding,"Comprehensive guidance on federal contract financing procedures under FAR Part 32, covering payment due dates, accelerated small business payments, customary financing options, commercial financing policies, contract funding requirements, and prompt payment rules effective September 30, 2025."
eagle-knowledge-base/approved/public-interest-guardian/ethics-guidance/FAR_Part_3_and_24_Ethics_Privacy_Guide.txt,FAR_Part_3_and_24_Ethics_Privacy_Guide.txt,FAR Parts 3 & 24: Ethics and Privacy Guide for EAGLE,guidance,compliance,"Comprehensive guide consolidating FAR Part 3 (Improper Business Practices and Personal Conflicts of Interest) and FAR Part 24 (Protection of Privacy and Freedom of Information) for the EAGLE Public-Interest-Guardian agent. Covers procurement integrity, gratuities, kickbacks, antitrust compliance, code of business ethics, whistleblower protections, and Privacy Act requirements with compliance checklists and violation consequences."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_42_Contract_Administration_RFO_2025.txt,FAR_Part_42_Contract_Administration_RFO_2025.txt,FAR Part 42 - Contract Administration and Audit Services (RFO 2025),regulation,closeout,"Comprehensive regulation governing federal contract administration functions, cognizant agency responsibilities, indirect cost rate determinations, and past performance evaluation requirements. Establishes procedures for contracting officer delegation of 60+ administrative functions, final cost rate settlements, quick-closeout procedures, and integrity reporting in FAPIIS."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_49_Termination_RFO_2025.txt,FAR_Part_49_Termination_RFO_2025.txt,FAR Part 49 - Termination of Contracts (RFO 2025),regulation,termination,"FAR Part 49 establishes procedures and authorities for terminating federal contracts for convenience or default. It defines applicability, notice requirements, termination procedures, alternatives to termination, and specific clause requirements for different contract types. This regulation applies to most federal contracts except simplified acquisitions and commercial products/services under Part 12."
eagle-knowledge-base/approved/shared/FAR_Part_52_Essential_Clauses_Reference.txt,FAR_Part_52_Essential_Clauses_Reference.txt,FAR Part 52: Essential Clauses Reference for EAGLE,reference,contract_types,"Comprehensive quick reference guide to the most frequently used FAR Part 52 solicitation provisions and contract clauses, organized by contract type and use case. Current as of FAC 2025-06 following the Revolutionary FAR Overhaul of October 28, 2025, with guidance for EAGLE agents on clause selection and application."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_52_Reference_Guide_RFO_2025.txt,FAR_Part_52_Reference_Guide_RFO_2025.txt,"FAR Part 52 - Solicitation Provisions and Contract Clauses Reference Guide (Revolutionary FAR Overhaul - October 28, 2025)",reference,acquisition_packages,"Comprehensive reference guide to FAR Part 52 containing full text of solicitation provisions and contract clauses prescribed throughout FAR Parts 1-53. Organized by subject matter with detailed prescriptions for commercial acquisitions, negotiated acquisitions, cost-reimbursement contracts, time-and-materials/labor-hour contracts, indefinite-delivery contracts, small business programs, and contract administration. Includes practical guidance for EAGLE solicitation generation with step-by-step procedures for identifying acquisition characteristics and including required provisions and clauses."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_53_Forms_RFO_2025.txt,FAR_Part_53_Forms_RFO_2025.txt,FAR Part 53 - Forms (RFO 2025),regulation,general,"FAR Part 53 establishes policy and requirements for using federal acquisition forms (Standard Forms and Optional Forms) prescribed in FAR Parts 1-52. The regulation covers form generation, continuation sheets, exceptions, computer generation standards, and provides a reference list of commonly used forms for solicitations, awards, orders, modifications, preaward surveys, and bonds."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_5_Publicizing_RFO_2025.txt,FAR_Part_5_Publicizing_RFO_2025.txt,FAR Part 5 - Publicizing Contract Actions (RFO 2025 Update),regulation,compliance,"This document outlines the reorganized FAR Part 5 requirements for publicizing federal contract actions, effective November 3, 2025, covering presolicitation notices (5.101), solicitation notices (5.201), and award notices (5.301). It details threshold-based posting requirements, exemptions, timing rules, and critical interactions with FAR Part 12 commercial acquisitions, including a specific analysis of commercial sole source scenarios below the Simplified Acquisition Threshold (SAT)."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_6_Competition_RFO_2025.txt,FAR_Part_6_Competition_RFO_2025.txt,FAR Part 6 - Competition Requirements (RFO 2025),regulation,compliance,"Comprehensive regulation establishing federal acquisition competition requirements, including full and open competition procedures, seven authorities for other-than-full-and-open competition (JOFOC), justification and approval thresholds, and posting requirements for sole source awards. Effective June 27, 2025 under HHS Class Deviation 2025-05."
eagle-knowledge-base/approved/supervisor-core/core-procedures/FAR_Part_7_Acquisition_Planning_Guide.txt,FAR_Part_7_Acquisition_Planning_Guide.txt,FAR Part 7: Acquisition Planning Guide - Contents of Written Acquisition Plans,guidance,acquisition_packages,"Comprehensive guide to FAR Part 7.105 prescribing policies and procedures for developing written acquisition plans. Details mandatory and discretionary requirements for acquisition plan content, structure (Section A: Background/Objectives and Section B: Plan of Action), and specific considerations for major systems, consolidation/bundling, and telecommuting. Includes EAGLE workflow coordination matrix for acquisition team roles."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_7_Acquisition_Planning_RFO_2025.txt,FAR_Part_7_Acquisition_Planning_RFO_2025.txt,FAR Part 7 - Acquisition Planning (RFO 2025),regulation,acquisition_packages,"FAR Part 7 establishes acquisition planning requirements for federal agencies, eliminating prescriptive content checklists and granting agencies discretion to establish procedures based on complexity and risk. Key changes include mandatory planning for all acquisitions, written plans for cost-reimbursement and high-risk contracts, consolidation/bundling determinations with small business considerations, and teleworking protections."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Part_9_Responsibility_OCIs_CTAs.txt,FAR_Part_9_Responsibility_OCIs_CTAs.txt,"FAR Part 9: Contractor Qualifications - Responsibility Standards, OCIs, CTAs, and Debarment/Suspension",guidance,compliance,"Comprehensive guidance on FAR Part 9 covering contractor responsibility standards, organizational conflicts of interest (OCIs), contractor team arrangements (CTAs), and debarment/suspension procedures. Establishes requirements for contracting officers to make affirmative responsibility determinations, identify and mitigate OCIs, evaluate CTAs, and verify contractor eligibility through SAM exclusions checks before contract award."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FAR_Parts_6_8_10_17_32_Competition_Sources_Options_Financing..txt,FAR_Parts_6_8_10_17_32_Competition_Sources_Options_Financing..txt,"FAR Parts 6, 8, 10, 17, 32: Competition, Sources, Options, and Financing Requirements",unknown,acquisition_packages,"Comprehensive guidance on federal acquisition procedures covering competition requirements under CICA, mandatory source priorities including GSA schedules, market research obligations, contract options and multiyear contracting, and contract financing methods. Provides essential requirements for acquisition strategy with current thresholds effective October 1, 2025, including approval levels for justifications and decision points for compliance.</summary>
<parameter name=""document_type"">guidance"
eagle-knowledge-base/approved/market-intelligence/market-research-guides/FC_10_Market_Research_Guidance.txt,FC_10_Market_Research_Guidance.txt,FAR Companion Part 10 Market Research Guidance (Version 2.0),guidance,market_research,"Comprehensive guidance on conducting market research as part of the federal acquisition process, outlining a five-step incremental approach from understanding the marketplace through exploring alternatives. Provides detailed information on data sources, industry engagement methods, and documentation requirements for market research activities prior to formal solicitation."
eagle-knowledge-base/approved/technical-translator/technical-standards/FC_11_35_37_39_Requirements_Development.txt,FC_11_35_37_39_Requirements_Development.txt,"FAR Companion - Parts 11, 35, 37, 39 Requirements Development (Version 2.0)",guidance,acquisition_packages,"Comprehensive guidance on requirements development and acquisition strategies across FAR Parts 11, 35, 37, and 39, covering modular acquisition, rapid capabilities integration, outcome-based contracting, R&D contracting approaches, service contracting, and ICT acquisitions. Emphasizes collaborative requirements development, performance-based specifications, merit-based evaluation, and strategic planning for technology acquisitions aligned with agency objectives."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FC_15_Negotiation_Source_Selection.txt,FC_15_Negotiation_Source_Selection.txt,FAR Companion Part 15: Negotiation and Source Selection Guidance,guidance,acquisition_packages,"Comprehensive guidance document on FAR Part 15 negotiation and source selection procedures, covering deficiency definitions, early industry exchanges, best value continuum approaches (LPTA, Tradeoff, HTR-FRP), phased evaluation and down-select processes, oral presentations, amendments for alternate solutions, and rating systems. Provides practical examples and best practices for contracting officers and acquisition professionals to conduct fair and effective competitive procurements."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FC_16_Contract_Types_Guidance.txt,FC_16_Contract_Types_Guidance.txt,FAR Companion - Part 16 Contract Types Guidance,guidance,contract_types,"Comprehensive guidance on Federal Acquisition Regulation Part 16 contract types, covering selection criteria, firm-fixed-price contracts, cost-reimbursement contracts, incentive structures, and streamlined ordering procedures for indefinite-quantity and multiple-award contracts."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FC_17_Special_Contracting_Methods.txt,FC_17_Special_Contracting_Methods.txt,FAR Companion Part 17: Special Contracting Methods,guidance,contract_types,"Comprehensive guidance on special contracting methods under FAR Part 17, covering multiyear contracting, options, continuity clauses, leader company contracting, and reverse auctions. Provides practical considerations for structuring contracts, determining fair and reasonable pricing, and ensuring compliance with competition requirements while achieving cost savings and operational benefits."
eagle-knowledge-base/approved/market-intelligence/small-business/FC_19_Small_Business_Programs.txt,FC_19_Small_Business_Programs.txt,FAR Companion - Part 19 Small Business Programs,guidance,socioeconomic,"Comprehensive guidance on FAR Part 19 small business programs covering innovative procurement approaches, set-asides, HUBZone preferences, subcontracting plans, and contracting officer strategies to reduce bid burdens and encourage small business participation in federal acquisitions."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FC_22_Labor_Laws_Wage_Determinations.txt,FC_22_Labor_Laws_Wage_Determinations.txt,FAR Companion - Part 22 Labor Laws and Wage Determinations,guidance,labor,"Comprehensive guidance on federal labor laws, wage determinations, and prevailing wage requirements for construction and service contracts. Covers Department of Labor regulations, wage determination procedures, applicability rules, and compliance requirements for federal contractors."
eagle-knowledge-base/approved/legal-counselor/IP-data-rights/FC_27_Patents_Data_Rights.txt,FC_27_Patents_Data_Rights.txt,"FAR Companion - Part 27 Patents, Data, and Copyrights",guidance,intellectual_property,"Comprehensive guidance on federal acquisition policy regarding patents, data rights, and copyrights under government contracts. Covers contractor patent rights, government licensing, royalty reporting, invention disclosure protection, data acquisition, and cosponsored R&D activities."
eagle-knowledge-base/approved/financial-advisor/contract-financing/FC_32_Contract_Financing.txt,FC_32_Contract_Financing.txt,"FAR Companion Part 32: Contract Financing - Payments, Advance Payments, and Limitation of Funds",guidance,funding,"This FAR Companion document provides guidance on contract financing under FAR Part 32, covering payment due dates and procedures, applicability of advance payments in various contract scenarios, deferment of collection processes, and tailoring options for limitation of cost/funds clauses. It details the roles of contracting officers, payment offices, and billing offices in managing contract financing requests and addresses special circumstances such as financially weak contractors, classified contracts, and remote operations."
eagle-knowledge-base/approved/legal-counselor/protest-guidance/FC_33_Protests_Disputes_Appeals.txt,FC_33_Protests_Disputes_Appeals.txt,"FAR Companion Part 33: Protests, Disputes, and Appeals - Guidance and Best Practices",guidance,compliance,"This FAR Companion document provides practical guidance on managing protests, disputes, and appeals in federal acquisitions. It covers solicitation clarity, technical evaluation safeguards, documentation practices, GAO bid protest procedures, debriefing best practices, and alternative dispute resolution strategies to minimize protest risk and strengthen the government's defensibility of acquisition decisions."
eagle-knowledge-base/approved/technical-translator/construction-guidance/FC_36_Construction_AE_Contracts.txt,FC_36_Construction_AE_Contracts.txt,FAR Companion Part 36: Construction and Architect-Engineer Contracts,guidance,contract_types,"Comprehensive guidance on federal acquisition of construction services, comparing Design-Bid-Build and Design-Build methodologies. Covers presolicitation procedures, evaluation criteria emphasizing qualifications, site visits, government estimates, and collaborative contract administration for design-build projects."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FC_40_Information_Security_Supply_Chain.txt,FC_40_Information_Security_Supply_Chain.txt,FAR Companion Part 40: Information Security and Supply Chain Risk Management in Federal Acquisitions,guidance,compliance,"This guidance document provides comprehensive direction for integrating security and supply chain risk management throughout the federal acquisition lifecycle. It establishes cross-functional team composition requirements, outlines security controls at key decision points from market research through contract closeout, and defines supply chain risk evaluation criteria including foreign control, functionality, source capability, and contractor mitigation capacity. The document emphasizes enhanced security outcomes for higher-risk procurements involving sensitive information and critical technologies."
eagle-knowledge-base/approved/supervisor-core/core-procedures/FC_42_Contract_Administration.txt,FC_42_Contract_Administration.txt,FAR Companion Part 42: Contract Administration Procedures and Guidance,guidance,performance,"Comprehensive guidance on contract administration functions including interagency agreements, cognizant federal agency responsibilities, contract correspondence routing, contractor facility visits, postaward orientation procedures, and performance monitoring. Covers contract administration office (CAO) coordination, documentation requirements, and best practices for ensuring successful contract performance and risk mitigation."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FC_44_Subcontracting_Policies.txt,FC_44_Subcontracting_Policies.txt,FAR Companion Part 44: Subcontracting Policies and Contractor Purchasing System Reviews,guidance,subcontracting,"This guidance document provides comprehensive policies on subcontracting requirements, consent and notification procedures, and contractor purchasing system reviews (CPSR). It outlines the Contracting Officer's evaluation considerations for subcontract approval, requirements for commercial contracts, and procedures for reviewing and approving contractor purchasing systems to protect government interests."
eagle-knowledge-base/approved/financial-advisor/value-engineering/FC_48_Value_Engineering.txt,FC_48_Value_Engineering.txt,"FAR Companion Part 48: Value Engineering - Principles, VECP Sharing, and Best Practices",guidance,modifications,"This guidance document explains Value Engineering (VE) techniques and Value Engineering Change Proposals (VECPs) under FAR Part 48, covering both voluntary incentive and mandatory program requirement approaches. It provides best practices for evaluating VECPs objectively, establishing tailored sharing periods and rates, and ensuring contractors receive fair compensation for accepted proposals without downward adjustment of profit or fee."
eagle-knowledge-base/approved/supervisor-core/core-procedures/FC_4_Contract_Files_Documentation.txt,FC_4_Contract_Files_Documentation.txt,FAR Companion Part 4: Contract Files and Administration,guidance,closeout,"This guidance document outlines the required contents and organization of contract files throughout the acquisition lifecycle, from presolicitation through closeout. It specifies documentation requirements for three primary file types: Contracting Office File, Contract Administration Office File, and Paying Office File, while also addressing centralized acquisitions reporting and low-risk contract closeout procedures."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FC_5_Publicizing_Guidance.txt,FC_5_Publicizing_Guidance.txt,FAR Companion Part 5 Publicizing Guidance - Version 2.0,guidance,market_research,"Comprehensive guidance on federal acquisition publicizing requirements emphasizing plain language communication, active industry engagement, and modern digital platforms. Covers best practices for presolicitation notices, market research, response time considerations, and expanding reach beyond SAM.gov to attract qualified vendors and improve acquisition outcomes."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FC_6_Competition_JOFOC_Guidance.txt,FC_6_Competition_JOFOC_Guidance.txt,FAR Companion Part 6: Competition and JOFOC Guidance,guidance,compliance,"Comprehensive guidance on optimizing competition through early acquisition planning and preparing strong Justifications and Approvals (J&A) for FAR Part 6 exceptions. Emphasizes market research as the cornerstone of competitive analysis, proper alignment of legal authorities to actual circumstances, and using planning to reduce reliance on competition exceptions while demonstrating sound stewardship of taxpayer dollars."
eagle-knowledge-base/approved/supervisor-core/core-procedures/FC_7_Acquisition_Planning_Complete.txt,FC_7_Acquisition_Planning_Complete.txt,FAR Companion - Part 7 Acquisition Planning (Complete Guidance),guidance,acquisition_packages,"Comprehensive guidance on federal acquisition planning under FAR Part 7, covering oral acquisition plans, early planning principles, industry engagement, team composition, and detailed content requirements for routine and complex procurements. Includes best practices for optimizing competition, innovation, and small business participation."
eagle-knowledge-base/approved/market-intelligence/vehicle-information/FC_8_12_Commercial_Category_Management.txt,FC_8_12_Commercial_Category_Management.txt,FAR Companion - Part 8 Required Sources and Category Management; Part 12 Commercial Acquisitions,guidance,acquisition_packages,"Comprehensive guidance on federal acquisition requirements under FAR Parts 8 and 12, covering mandatory source requirements (excess property, UNICOR, AbilityOne), category management hierarchy, commercial product/service acquisitions, simplified procedures, and protest management strategies."
eagle-knowledge-base/approved/compliance-strategist/FAR-guidance/FC_9_Contractor_Qualifications.txt,FC_9_Contractor_Qualifications.txt,FAR Companion - Part 9 Contractor Qualifications,guidance,compliance,"Guidance on FAR Part 9 contractor qualifications covering contractor team arrangements, defense production pools, cost considerations, special standards, preaward surveys, and qualified bidders lists. Provides contracting officers with procedures for assessing contractor responsibility and capability."
eagle-knowledge-base/approved/supervisor-core/essential-templates/FY26 Streamlined Market Research Report.docx,FY26 Streamlined Market Research Report.docx,FY26 Streamlined Market Research Report Template,template,market_research,"This is a standardized template for conducting streamlined market research in support of federal acquisitions. It provides a structured framework for documenting market research methods, findings, and recommendations across various acquisition scenarios, including commercial products/services, consolidations, and bundled contracts. The template guides contracting officers through analysis of customary commercial terms, Buy American compliance, and small business considerations."
